account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,account_id,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,customer_id,customer_status,churn_label,churn_category,churn_reason,customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,area_id,zip_code,city_name,latitude,longitude,population
LNHX-YSAEY,4039-PIMHX,49,4,Yes,DSL,Yes,Yes,No,No,No,Yes,No,"Two Year",No,"Credit Card",LNHX-YSAEY,1.67,81.83,15,No,No,No,49.8,2398.4,0,4039-PIMHX,Stayed,No,NULL,NULL,4039-PIMHX,Male,74,Yes,Yes,0,92102,351,92102,"San Diego",32.716,-117.117,47140
LNJR-CBMUF,2612-PHGOX,64,4,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",LNJR-CBMUF,6.59,421.76,20,Yes,No,No,76.1,4818.8,0,2612-PHGOX,Stayed,No,NULL,NULL,2612-PHGOX,Male,47,No,Yes,0,95444,1249,95444,Graton,38.4344,-122.869,390
LOTP-VWYIZ,1614-JBEBI,8,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",LOTP-VWYIZ,26.47,211.76,0,No,No,No,20.7,137.6,0,1614-JBEBI,Stayed,No,NULL,NULL,1614-JBEBI,Female,59,No,No,0,95634,1355,95634,Georgetown,38.9386,-120.786,2723
LPNW-DDSUX,3462-BJQQA,6,0,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",LPNW-DDSUX,34.42,206.52,42,Yes,No,No,89.75,552.65,0,3462-BJQQA,Stayed,No,NULL,NULL,3462-BJQQA,Female,23,No,No,0,94920,1026,94920,"Belvedere Tiburon",37.8856,-122.469,13065
LPUQ-WKDQG,3088-LHEFH,11,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",LPUQ-WKDQG,10.06,110.66,48,No,No,No,79,929.3,0,3088-LHEFH,Stayed,No,NULL,NULL,3088-LHEFH,Female,28,No,No,0,95726,1415,95726,"Pollock Pines",38.7339,-120.453,8577
LQJQ-YUWWZ,3753-TSEMP,15,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",LQJQ-YUWWZ,12.27,184.05,76,Yes,Yes,Yes,88.15,1390.6,0,3753-TSEMP,Churned,Yes,Dissatisfaction,"Product dissatisfaction",3753-TSEMP,Female,21,No,Yes,0,92139,379,92139,"San Diego",32.6777,-117.048,36351
LQQQ-TJKDU,0023-HGHWL,1,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",LQQQ-TJKDU,0,0,9,No,No,No,25.1,25.1,0,0023-HGHWL,Churned,Yes,Competitor,"Competitor made better offer",0023-HGHWL,Male,67,Yes,No,0,95037,1076,95037,"Morgan Hill",37.1615,-121.649,41707
LQZO-QSGPK,3785-KTYSH,53,0,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Credit Card",LQZO-QSGPK,34.16,1810.48,0,No,No,No,24.6,1279,37.68,3785-KTYSH,Stayed,No,NULL,NULL,3785-KTYSH,Male,24,No,No,0,91345,207,91345,"Mission Hills",34.2664,-118.46,17112
LSRP-BXYKT,1370-GGAWX,46,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",LSRP-BXYKT,33.18,1526.28,3,No,Yes,Yes,94.15,4408.45,0,1370-GGAWX,Stayed,No,NULL,NULL,1370-GGAWX,Female,55,No,No,0,90211,64,90211,"Beverly Hills",34.0639,-118.383,8321
LSTL-EAKJV,2220-IAHLS,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",LSTL-EAKJV,2.85,2.85,0,No,No,No,19.4,19.4,0,2220-IAHLS,Joined,No,NULL,NULL,2220-IAHLS,Female,49,No,No,0,95356,1198,95356,Modesto,37.7162,-121.026,26055
LSVI-RMHTL,3173-NVMPX,9,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Credit Card",LSVI-RMHTL,23.36,210.24,22,No,No,No,55.3,501.2,0,3173-NVMPX,Stayed,No,NULL,NULL,3173-NVMPX,Female,51,No,Yes,3,92663,550,92663,"Newport Beach",33.6225,-117.927,22133
LTQE-IERMW,3683-QKIUE,6,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",LTQE-IERMW,21.91,131.46,12,No,No,No,50.8,288.05,0,3683-QKIUE,Churned,Yes,Competitor,"Competitor offered higher download speeds",3683-QKIUE,Female,51,No,No,0,94107,894,94107,"San Francisco",37.7689,-122.396,17372
LTRV-OCXLA,1963-SVUCV,1,0,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",LTRV-OCXLA,28.37,28.37,7,No,No,No,45.3,45.3,0,1963-SVUCV,Churned,Yes,Competitor,"Competitor offered higher download speeds",1963-SVUCV,Male,59,No,No,0,96029,1542,96029,Flournoy,39.8478,-122.545,84
LTZX-PBEZP,3569-EDBPQ,24,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",LTZX-PBEZP,25.81,619.44,3,No,No,No,84.35,1938.05,0,3569-EDBPQ,Stayed,No,NULL,NULL,3569-EDBPQ,Female,44,No,No,0,95665,1378,95665,"Pine Grove",38.4003,-120.641,4354
LUWU-HWJIA,0128-MKWSG,26,0,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,"Credit Card",LUWU-HWJIA,0,0,19,No,Yes,Yes,45.8,1147,0,0128-MKWSG,Stayed,No,NULL,NULL,0128-MKWSG,Female,51,No,No,2,91381,220,91381,"Stevenson Ranch",34.3642,-118.616,9937
LVIS-ICPPJ,0343-QLUZP,60,0,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",LVIS-ICPPJ,0,0,25,No,No,No,39.6,2424.5,38.46,0343-QLUZP,Stayed,No,NULL,NULL,0343-QLUZP,Male,38,No,No,0,95111,1094,95111,"San Jose",37.2843,-121.828,57748
LVXL-ZGNWY,2208-NKVVH,43,4,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Credit Card",LVXL-ZGNWY,2.81,120.83,0,No,No,No,24.25,1077.95,0,2208-NKVVH,Stayed,No,NULL,NULL,2208-NKVVH,Male,60,No,Yes,2,92626,534,92626,"Costa Mesa",33.6786,-117.905,48207
LWLD-RDAEZ,4373-VVHQL,1,0,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",LWLD-RDAEZ,18.57,18.57,26,No,No,No,44.75,44.75,0,4373-VVHQL,Joined,No,NULL,NULL,4373-VVHQL,Male,37,No,No,0,93420,702,93420,"Arroyo Grande",35.1762,-120.483,24499
LWLV-AZRLV,0682-USIXD,21,7,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",LWLV-AZRLV,14.81,311.01,25,Yes,No,No,86.05,1818.9,0,0682-USIXD,Stayed,No,NULL,NULL,0682-USIXD,Female,40,No,Yes,0,91765,270,91765,"Diamond Bar",33.9924,-117.808,46532
LXFP-KIJSO,4257-GAESD,6,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",LXFP-KIJSO,0,0,52,Yes,Yes,Yes,45,298.7,0,4257-GAESD,Stayed,No,NULL,NULL,4257-GAESD,Female,25,No,No,0,93618,781,93618,Dinuba,36.5236,-119.387,24206
LXHH-ECCEK,3838-OZURD,66,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",LXHH-ECCEK,7.28,480.48,51,Yes,Yes,Yes,105,7133.25,0,3838-OZURD,Churned,Yes,Competitor,"Competitor had better devices",3838-OZURD,Male,28,No,Yes,0,95568,1320,95568,"Somes Bar",41.4446,-123.472,202
LXJP-WCJAM,1750-CSKKM,9,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",LXJP-WCJAM,41.02,369.18,27,Yes,No,No,55.35,449.75,0,1750-CSKKM,Churned,Yes,Competitor,"Competitor had better devices",1750-CSKKM,Male,40,No,No,3,91932,299,91932,"Imperial Beach",32.5791,-117.119,26662
LXPZ-BUUJX,3891-NLXJB,37,0,Yes,DSL,No,No,No,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",LXPZ-BUUJX,0,0,69,No,No,Yes,40.55,1390.85,0,3891-NLXJB,Stayed,No,NULL,NULL,3891-NLXJB,Male,26,No,No,0,95131,1112,95131,"San Jose",37.387,-121.898,26389
LXWP-RWELJ,4020-KIUDI,6,8,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",LXWP-RWELJ,23.73,142.38,0,No,No,No,19.85,138.85,0,4020-KIUDI,Stayed,No,NULL,NULL,4020-KIUDI,Male,54,No,Yes,2,90044,41,90044,"Los Angeles",33.9527,-118.292,87383
LYJE-HKNSU,4237-RLAQD,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",LYJE-HKNSU,44.75,44.75,12,No,No,No,45.85,45.85,0,4237-RLAQD,Churned,Yes,Attitude,"Attitude of support person",4237-RLAQD,Male,58,No,No,0,96014,1529,96014,Callahan,41.3884,-122.795,290
LYMY-SJFQB,4456-RHSNB,19,3,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",LYMY-SJFQB,7.42,140.98,17,No,No,No,49.6,962.9,0,4456-RHSNB,Stayed,No,NULL,NULL,4456-RHSNB,Female,43,No,Yes,1,92401,478,92401,"San Bernardino",34.1059,-117.291,1779
LZTK-GNJIQ,3669-WHAFY,71,7,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",LZTK-GNJIQ,9.44,670.24,9,Yes,Yes,Yes,115.15,8078.1,0,3669-WHAFY,Stayed,No,NULL,NULL,3669-WHAFY,Female,57,No,Yes,0,90604,115,90604,Whittier,33.9297,-118.012,37887
MAVR-JYLJU,2359-KLTEK,41,2,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",MAVR-JYLJU,43.19,1770.79,59,Yes,Yes,Yes,94.9,3848,0,2359-KLTEK,Stayed,No,NULL,NULL,2359-KLTEK,Female,25,No,Yes,3,96054,1558,96054,Lookout,41.2805,-121.16,386
MBHE-JNLRO,2357-COQEK,28,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",MBHE-JNLRO,28.14,787.92,10,Yes,Yes,No,103.3,2890.65,0,2357-COQEK,Churned,Yes,Competitor,"Competitor made better offer",2357-COQEK,Female,79,Yes,No,0,94027,869,94027,Atherton,37.4549,-122.203,6876
MBIF-PCQGH,0356-OBMAC,56,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",MBIF-PCQGH,17.33,970.48,16,Yes,No,No,99.9,5706.3,0,0356-OBMAC,Stayed,No,NULL,NULL,0356-OBMAC,Female,80,Yes,No,0,92596,523,92596,Winchester,33.6574,-117.043,4093
MCXL-UGCGJ,3003-CMDUU,25,0,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MCXL-UGCGJ,29.81,745.25,52,Yes,Yes,Yes,95.15,2395.7,0,3003-CMDUU,Stayed,No,NULL,NULL,3003-CMDUU,Female,22,No,Yes,0,93060,619,93060,"Santa Paula",34.4023,-119.095,32511
MEOL-OXRIQ,3913-RDSJZ,64,9,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Credit Card",MEOL-OXRIQ,49.39,3160.96,0,No,No,No,25.55,1714.95,0,3913-RDSJZ,Stayed,No,NULL,NULL,3913-RDSJZ,Female,40,No,Yes,0,90019,18,90019,"Los Angeles",34.0498,-118.338,67520
MFIX-RIXWV,1089-XZWHH,24,5,No,None,No,Yes,No,No,No,No,No,"Two Year",Yes,"Credit Card",MFIX-RIXWV,46.3,1111.2,0,No,No,No,19.7,494.05,0,1089-XZWHH,Stayed,No,NULL,NULL,1089-XZWHH,Female,43,No,Yes,3,93541,753,93541,"Lee Vining",37.8901,-119.184,504
MFRA-SXYDS,2782-JEEBU,21,0,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,"Credit Card",MFRA-SXYDS,0,0,9,No,No,No,36,780.15,0,2782-JEEBU,Stayed,No,NULL,NULL,2782-JEEBU,Male,39,No,No,0,96055,1559,96055,"Los Molinos",40.0594,-122.091,3756
MFTG-HOHAJ,1452-UZOSF,72,9,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",MFTG-HOHAJ,7.16,515.52,24,Yes,No,No,106.1,7548.6,23.39,1452-UZOSF,Stayed,No,NULL,NULL,1452-UZOSF,Male,31,No,Yes,1,95446,1251,95446,Guerneville,38.5258,-123.013,4913
MFVR-GVBXJ,4220-TINQT,61,3,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",MFVR-GVBXJ,27.63,1685.43,29,Yes,Yes,Yes,106.35,6751.35,0,4220-TINQT,Stayed,No,NULL,NULL,4220-TINQT,Female,41,No,Yes,0,93652,806,93652,"Raisin City",36.5945,-119.905,265
MGOW-EFVOJ,2223-KAGMX,15,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",MGOW-EFVOJ,33.14,497.1,0,No,No,No,19.4,289.3,0,2223-KAGMX,Churned,Yes,Price,"Long distance charges",2223-KAGMX,Female,47,No,No,0,95409,1226,95409,"Santa Rosa",38.4689,-122.581,25718
MHCS-JYQBK,4431-EDMIQ,7,8,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",MHCS-JYQBK,16.22,113.54,53,Yes,No,No,75.7,554.05,0,4431-EDMIQ,Stayed,No,NULL,NULL,4431-EDMIQ,Female,47,No,Yes,3,92386,472,92386,Sugarloaf,34.2431,-116.83,1834
MHOY-YWLVL,4115-UMJFQ,69,0,Yes,DSL,No,No,No,No,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",MHOY-YWLVL,0,0,19,No,No,No,35.75,2492.25,0,4115-UMJFQ,Stayed,No,NULL,NULL,4115-UMJFQ,Male,37,No,No,0,91307,193,91307,"West Hills",34.1998,-118.685,23637
MHYN-EUOUY,2359-QWQUL,39,1,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",MHYN-EUOUY,9.51,370.89,7,Yes,Yes,Yes,104.7,4134.85,0,2359-QWQUL,Churned,Yes,Competitor,"Competitor made better offer",2359-QWQUL,Female,35,No,Yes,0,90058,49,90058,"Los Angeles",34.0016,-118.222,3642
MITD-EXWUE,2805-AUFQN,25,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",MITD-EXWUE,13.93,348.25,0,No,No,No,19.8,475.2,0,2805-AUFQN,Stayed,No,NULL,NULL,2805-AUFQN,Female,42,No,No,0,93673,819,93673,Traver,36.4561,-119.486,646
MJCH-OHVEB,1941-HOSAM,1,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MJCH-OHVEB,24.33,24.33,59,Yes,Yes,Yes,90.1,90.1,0,1941-HOSAM,Joined,No,NULL,NULL,1941-HOSAM,Male,20,No,Yes,3,92101,350,92101,"San Diego",32.7252,-117.171,27505
MJDK-ZEJVN,0960-HUWBM,65,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",MJDK-ZEJVN,39.52,2568.8,57,Yes,Yes,Yes,104.1,6700.05,0,0960-HUWBM,Stayed,No,NULL,NULL,0960-HUWBM,Male,40,No,Yes,3,95668,1381,95668,"Pleasant Grove",38.8336,-121.498,901
MJND-SRZTQ,1353-GHZOS,22,10,Yes,DSL,Yes,Yes,No,No,Yes,No,No,"One Year",Yes,"Bank Withdrawal",MJND-SRZTQ,6.03,132.66,51,Yes,No,No,59.75,1374.35,0,1353-GHZOS,Stayed,No,NULL,NULL,1353-GHZOS,Male,22,No,Yes,0,92115,363,92115,"San Diego",32.7625,-117.072,56887
MJSQ-ZGTFO,1790-NESIO,13,0,No,None,No,Yes,No,No,No,No,No,"Two Year",Yes,"Credit Card",MJSQ-ZGTFO,6.56,85.28,0,No,No,No,20.4,261.3,0,1790-NESIO,Stayed,No,NULL,NULL,1790-NESIO,Female,23,No,No,0,94518,938,94518,Concord,37.9502,-122.022,27394
MJWM-BDKEX,2372-HWUHI,2,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",MJWM-BDKEX,46.84,93.68,3,No,No,No,44.35,81.25,0,2372-HWUHI,Churned,Yes,Other,"Don't know",2372-HWUHI,Male,45,No,No,0,90712,134,90712,Lakewood,33.8405,-118.148,30173
MKHO-PHORM,4395-PZMSN,5,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,"Two Year",Yes,"Bank Withdrawal",MKHO-PHORM,18.38,91.9,15,No,Yes,Yes,85.55,408.5,0,4395-PZMSN,Stayed,No,NULL,NULL,4395-PZMSN,Male,67,Yes,No,0,94074,885,94074,"San Gregorio",37.3318,-122.341,291
MKKL-HYDLP,3709-OIJEA,26,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",MKKL-HYDLP,29.72,772.72,11,No,No,No,85.2,2184.6,0,3709-OIJEA,Stayed,No,NULL,NULL,3709-OIJEA,Male,51,No,No,0,95441,1246,95441,Geyserville,38.7318,-123.064,2349
MLBW-JLTAK,2027-CWDNU,18,1,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MLBW-JLTAK,28.04,504.72,28,No,Yes,Yes,85.6,1601.5,0,2027-CWDNU,Stayed,No,NULL,NULL,2027-CWDNU,Male,45,No,Yes,3,90291,94,90291,Venice,33.9918,-118.479,31021
MLHX-PSLON,0947-IDHRQ,7,0,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",MLHX-PSLON,39.21,274.47,42,Yes,No,Yes,80.3,526.7,0,0947-IDHRQ,Churned,Yes,Competitor,"Competitor made better offer",0947-IDHRQ,Female,21,No,No,0,91367,218,91367,"Woodland Hills",34.1781,-118.616,36123
MLKJ-JSWEE,1902-XBTFB,22,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",MLKJ-JSWEE,39.58,870.76,12,Yes,No,No,89.4,2001.5,0,1902-XBTFB,Churned,Yes,Dissatisfaction,"Lack of self-service on Website",1902-XBTFB,Male,39,No,No,0,91605,237,91605,"North Hollywood",34.2073,-118.4,57146
MLWY-ULGPH,2068-WWXQZ,46,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",MLWY-ULGPH,30.25,1391.5,0,No,No,No,20.05,902,0,2068-WWXQZ,Stayed,No,NULL,NULL,2068-WWXQZ,Male,61,No,No,0,90604,115,90604,Whittier,33.9297,-118.012,37887
MMIE-BBWFP,4114-QMKVN,56,7,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,"One Year",No,"Bank Withdrawal",MMIE-BBWFP,7.31,409.36,76,No,Yes,Yes,68.75,3815.4,0,4114-QMKVN,Stayed,No,NULL,NULL,4114-QMKVN,Female,25,No,Yes,1,90743,145,90743,Surfside,33.7283,-118.085,174
MMPJ-IYPAW,2863-IMQDR,61,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",MMPJ-IYPAW,23.45,1430.45,8,Yes,Yes,Yes,89.65,5308.7,0,2863-IMQDR,Stayed,No,NULL,NULL,2863-IMQDR,Female,52,No,No,0,92130,377,92130,"San Diego",32.9572,-117.203,28201
MMPK-GFKJN,1907-UBQFC,10,0,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",MMPK-GFKJN,5.46,54.6,24,No,No,No,72.85,688.65,0,1907-UBQFC,Churned,Yes,Competitor,"Competitor had better devices",1907-UBQFC,Male,69,Yes,No,0,94108,895,94108,"San Francisco",37.792,-122.409,13723
MMRS-OOZRA,0906-QVPMS,72,4,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",MMRS-OOZRA,35.71,2571.12,58,Yes,Yes,Yes,115.15,8349.45,0,0906-QVPMS,Stayed,No,NULL,NULL,0906-QVPMS,Male,29,No,Yes,0,93940,851,93940,Monterey,36.3627,-121.87,32857
MMTC-AASTD,2657-ALMWY,26,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",MMTC-AASTD,18.26,474.76,3,No,Yes,Yes,84.95,2169.75,0,2657-ALMWY,Churned,Yes,Price,"Price too high",2657-ALMWY,Female,65,Yes,Yes,0,93065,621,93065,"Simi Valley",34.2694,-118.768,64802
MNKZ-RQMXB,0853-TWRVK,72,5,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",MNKZ-RQMXB,6.15,442.8,5,No,Yes,Yes,105.6,7581.5,0,0853-TWRVK,Stayed,No,NULL,NULL,0853-TWRVK,Male,59,No,Yes,0,91606,238,91606,"North Hollywood",34.1876,-118.387,45358
MNXM-TFVUR,0887-HJGAR,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",MNXM-TFVUR,5.55,5.55,13,No,No,No,45.7,45.7,0,0887-HJGAR,Churned,Yes,Competitor,"Competitor offered higher download speeds",0887-HJGAR,Male,57,No,No,0,93210,640,93210,Coalinga,36.1869,-120.388,18036
MONY-VNNPU,3166-PNEOF,61,0,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Credit Card",MONY-VNNPU,4.51,275.11,24,Yes,Yes,Yes,86.45,5175.3,0,3166-PNEOF,Stayed,No,NULL,NULL,3166-PNEOF,Female,57,No,No,0,94596,992,94596,"Walnut Creek",37.9007,-122.053,40917
MORM-VZSPZ,1092-GANHU,17,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",MORM-VZSPZ,30.61,520.37,7,No,No,No,76.65,1313.55,0,1092-GANHU,Churned,Yes,Competitor,"Competitor offered more data",1092-GANHU,Male,62,No,No,0,95954,1489,95954,Magalia,39.9339,-121.584,11168
MQMY-TVVOX,0455-ENTCR,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",MQMY-TVVOX,42.85,2828.1,21,Yes,Yes,Yes,85.25,5538.35,0,0455-ENTCR,Stayed,No,NULL,NULL,0455-ENTCR,Male,58,No,Yes,0,95327,1180,95327,Jamestown,37.8477,-120.487,9559
MQSB-RJCJT,1834-WULEG,24,5,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Mailed Check",MQSB-RJCJT,40.81,979.44,0,No,No,No,20.25,439.75,0,1834-WULEG,Stayed,No,NULL,NULL,1834-WULEG,Male,61,No,Yes,2,95959,1493,95959,"Nevada City",39.3337,-120.859,17269
MQTQ-YRTHJ,4446-BZKHU,61,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",MQTQ-YRTHJ,45.7,2787.7,24,Yes,Yes,Yes,105.55,6281.45,0,4446-BZKHU,Churned,Yes,Competitor,"Competitor had better devices",4446-BZKHU,Male,44,No,Yes,0,94523,942,94523,"Pleasant Hill",37.9534,-122.077,32685
MRBY-TRKEK,2226-ICFDO,72,9,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",MRBY-TRKEK,10.87,782.64,24,Yes,Yes,Yes,85.9,6110.75,0,2226-ICFDO,Stayed,No,NULL,NULL,2226-ICFDO,Female,39,No,Yes,0,95428,1238,95428,Covelo,39.8331,-123.179,2296
MRDS-UPXIJ,2911-UREFD,39,3,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",MRDS-UPXIJ,0,0,13,Yes,Yes,Yes,55.9,2184.35,0,2911-UREFD,Churned,Yes,Dissatisfaction,"Lack of self-service on Website",2911-UREFD,Female,50,No,Yes,0,90405,106,90405,"Santa Monica",34.0054,-118.478,26099
MSYS-YNQTB,3946-MHCZW,1,0,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",MSYS-YNQTB,6.95,6.95,11,No,No,No,50.9,50.9,0,3946-MHCZW,Churned,Yes,Attitude,"Attitude of support person",3946-MHCZW,Male,50,No,No,0,91761,266,91761,Ontario,34.0356,-117.592,56280
MTIZ-SFCPC,4280-DLSHD,8,10,Yes,Cable,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",MTIZ-SFCPC,19,152,8,No,No,No,54.75,445.85,0,4280-DLSHD,Stayed,No,NULL,NULL,4280-DLSHD,Male,36,No,Yes,0,92411,484,92411,"San Bernardino",34.1225,-117.32,23146
MTLN-NDCBB,1658-XUHBX,59,3,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",MTLN-NDCBB,16.15,952.85,26,No,Yes,No,88.75,5348.65,0,1658-XUHBX,Stayed,No,NULL,NULL,1658-XUHBX,Female,75,Yes,Yes,1,95357,1199,95357,Modesto,37.6705,-120.878,13343
MUFD-PBWYR,1261-FWTTE,23,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",MUFD-PBWYR,0,0,2,No,Yes,Yes,34.65,768.45,0,1261-FWTTE,Stayed,No,NULL,NULL,1261-FWTTE,Male,78,Yes,No,0,90067,57,90067,"Los Angeles",34.0575,-118.414,2527
MUGM-AESYU,1821-BUCWY,30,0,Yes,Cable,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Mailed Check",MUGM-AESYU,47.06,1411.8,24,No,No,No,55.65,1653.85,0,1821-BUCWY,Stayed,No,NULL,NULL,1821-BUCWY,Male,35,No,No,0,93563,765,93563,Valyermo,34.3958,-117.735,413
MWAH-ZPAFU,0750-EKNGL,7,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Mailed Check",MWAH-ZPAFU,47.19,330.33,0,No,No,No,20.75,141.1,0,0750-EKNGL,Stayed,No,NULL,NULL,0750-EKNGL,Male,44,No,No,0,96046,1552,96046,Hyampom,40.648,-123.465,268
